oracion,etiqueta
suscripción al periódico aboné quinientos cuarenta con setenta y ocho euros por la,gasto
por una transferencia me pagaron cuatro mil cincuenta y ocho euros,ingreso
me han pagado quinientos euros,ingreso
aboné tres mil cuatrocientos,gasto
he percibido cuatro mil,ingreso
nómina esta semana me han pagado doscientos veintinueve con sesenta y seis euros de,ingreso
fin de semana se me fueron mil quinientos sesenta y uno con dos euros este mes en una escapada de,gasto
electricista esta semana invertí cuatrocientos treinta y tres euros con el,gasto
de una herencia recibí cuatro mil seiscientos setenta y cinco con cincuenta y uno euros,ingreso
me han cargado tres,gasto
cobré mil ochocientos cuarenta y ocho con sesenta euros por un trabajo freelance,ingreso
me ingresaron dos mil,ingreso
se me fueron mil quinientos veinticuatro euros en netflix,gasto
he pagado mil sesenta,gasto
me cobraron dos mil,gasto
cobré tres mil seiscientos,ingreso
me entraron cuatrocientos sesenta y cuatro con cincuenta y cuatro euros por horas extra,ingreso
por una apuesta me pagaron mil treinta y cinco euros,ingreso
aboné mil novecientos treinta euros de un vuelo,gasto
me han pagado trescientos ochenta euros por traducir un documento,ingreso
me costó ochocientos setenta y uno con setenta y siete euros el coche,gasto
me pagaron mil quinientos noventa y nueve con cincuenta y uno euros por una beca,ingreso
canguro esta semana recibí mil setecientos diecinueve con noventa y uno euros por hacer de,ingreso
me costó cuarenta y ocho con veintinueve euros el supermercado,gasto
pagué quince euros de uber,gasto
me abonó más o menos sesenta y dos euros por vender el ordenador de mesa,ingreso
me costó cinco euros,gasto
me han pagado cuatrocientos cincuenta y uno con diez euros de una encuesta remunerada,ingreso
cobré tres mil trescientos,ingreso
me han pasado sesenta y cinco euros de spotify familiar,gasto
me cobraron cuatro mil ciento ochenta con diez euros en gasolina,gasto
el corte inglés gasté cuarenta y cinco euros en,gasto
euros de nómina recibí cuatro mil cincuenta y uno con noventa y ocho,ingreso
se me fueron cuatro mil setecientos cuarenta y ocho con noventa y seis euros en una cena,gasto
en un vuelo me gasté dos mil quinientos sesenta euros,gasto
me han cargado unos,gasto
por una ayuda me pagaron cuatro mil treinta y seis con cincuenta y tres euros,ingreso
he tenido que abonar,gasto
se fueron setecientos treinta y tres euros de el impuesto de circulación ayer,gasto
solté sesenta y dos,gasto
flores el viernes me dejé cuatrocientos cuarenta y ocho euros en,gasto
se me fueron tres mil ochocientos sesenta y siete euros en netflix,gasto
me han abonado cuarenta y cinco euros de cashback,ingreso
en una cena me cobraron tres mil quinientos noventa con noventa y cuatro euros,gasto
aboné seiscientos cincuenta y,gasto
gasté ciento cincuenta euros en ikea el finde,gasto
euros de ropa aboné mil doscientos treinta y uno,gasto
se fueron trescientos diecisiete euros con la suscripción al periódico hace poco,gasto
se me ingresaron novecientos,ingreso
he percibido cuatro mil sesenta y uno con cincuenta y cinco euros por una herencia,ingreso
en un vuelo he desembolsado mil doscientos trece con dos euros,gasto
he tenido que abonar,gasto
impuesto de circulación tuve que pagar quinientos noventa y cinco euros para pagar el,gasto
me han cargado treinta,gasto
por una apuesta ingresé tres mil ochocientos veintisiete euros,ingreso
euros de nómina me ingresaron cuatro mil setecientos uno con cinco,ingreso
con los niños gasté cuarenta euros en el zoo,gasto
me cayó dos mil,ingreso
por el supermercado pagué mil cincuenta y nueve con seis euros,gasto
ibi este año pagué setecientos euros de,gasto
he desembolsado mil seiscientos,gasto
de cumpleaños recientemente me pagaron novecientos siete euros de regalo,ingreso
invertí trescientos setenta y,gasto
recibí cuatro mil doscientos once euros de salario hace poco,ingreso
acabé pagando dos mil,gasto
me cayeron quinientos euros de la lotería de navidad,ingreso
pagué dos mil setecientos,gasto
pagué cuatro mil seiscientos,gasto
desembolsé mil seiscientos cuarenta y siete euros en mobiliario la semana pasada,gasto
cobré mil quinientos ochenta y cinco con diecinueve euros por una transferencia,ingreso
me pagaron dos mil cuarenta y siete con cuarenta y cinco euros por una apuesta,ingreso
pagamos ciento treinta y,gasto
me pagaron cuatro mil,ingreso
me han abonado tres,ingreso
de la tarjeta he cobrado treinta y uno con ochenta y seis euros de cashback,ingreso
cobré veinticinco euros por hacer de modelo en unas fotos,ingreso
por una reforma he pagado en total sesenta y nueve euros,gasto
me pagaron unos trescientos treinta y siete euros de un bono de fidelidad,ingreso
me ha llegado el,ingreso
por una beca me pagaron seiscientos cincuenta y cinco euros,ingreso
acabé pagando noventa y,gasto
aboné tres mil ochocientos,gasto
he pagado seiscientos sesenta,gasto
me costó tres mil ochocientos cuarenta y nueve euros el gimnasio,gasto
me gasté cuatro mil,gasto
por una beca he percibido mil cuatrocientos noventa y siete euros,ingreso
he desembolsado mil cuatrocientos ochenta y tres con veinte euros en el alquiler,gasto
en la compra he pagado dos mil veinte con cuarenta y dos euros,gasto
ingresé mil doscientos cuarenta y cuatro con sesenta y tres euros por una venta,ingreso
por horas extra me entraron cuatrocientos sesenta y cuatro con cincuenta y cuatro euros,ingreso
se me fueron cuatrocientos,gasto
he pagado mil quinientos cincuenta y tres con veintiséis euros en la compra,gasto
entraron setecientos diecisiete euros,ingreso
ingresé trescientos cincuenta y,ingreso
he pagado dos mil,gasto
por una reparación pagué cuatro mil quinientos dieciocho con setenta y seis euros,gasto
euros de ropa aboné cuatro mil doscientos seis con noventa y nueve,gasto
he desembolsado ciento veinticinco,gasto
he pagado cuatrocientos treinta,gasto
por la compra pagué cuatro mil trescientos cuarenta y nueve euros,gasto
en una suscripción se me fueron cuatro mil quinientos ochenta y seis euros,gasto
he pagado dos mil ciento sesenta y ocho euros en el alquiler,gasto
ingresé noventa y cinco euros por vender entradas que no pude usar,ingreso
me han pagado los cien euros que le presté a juan,ingreso
he desembolsado cuatro mil trescientos setenta y dos con treinta euros en el supermercado,gasto
por una devolución cobré cuatro mil seiscientos veintidós con sesenta y cinco euros,ingreso
de un proyecto recibí mil quinientos ochenta y cinco con ochenta y cinco euros,ingreso
he pagado tres mil,gasto
percibí doscientos cincuenta y,ingreso
tuve que pagar cincuenta,gasto
he percibido trescientos ochenta y cuatro con setenta y siete euros por una ayuda,ingreso
tuve que pagar cuatro mil novecientos setenta y nueve euros ayer en la cena,gasto
aboné mil novecientos noventa,gasto
obtuve dos mil ciento ocho euros de una devolución de hacienda el mes pasado,ingreso
me han ingresado cuatrocientos,ingreso
recibí mil setecientos diecinueve euros de intereses,ingreso
me entraron novecientos uno,ingreso
recibí ciento treinta euros de reembolso por reclamación al banco,ingreso
he percibido mil seiscientos noventa y siete con treinta y seis euros por una herencia,ingreso
me pagaron dos mil,ingreso
cuota del autónomo he tenido que abonar mil novecientos treinta con dos euros este mes en la,gasto
aboné setecientos cuarenta y,gasto
mes en medicamentos desembolsé ochocientos seis con sesenta y cuatro euros este,gasto
en el gimnasio me gasté cuarenta y cuatro con sesenta y siete euros,gasto
de una transferencia me ingresaron cuatro mil trescientos cuarenta y uno con setenta y siete euros,ingreso
he percibido dos mil,ingreso
pagué cuatro mil seiscientos noventa y uno con veintiocho euros por el supermercado,gasto
ingresé tres mil novecientos cincuenta y nueve euros de una bonificación,ingreso
me ingresaron tres mil quinientos sesenta y dos con veinticuatro euros de un bonus,ingreso
he recibido trescientos cincuenta,ingreso
en una suscripción he gastado seiscientos setenta y cuatro con cuarenta euros ayer,gasto
ventas este mes he ingresado trescientos cincuenta y nueve con setenta y tres euros de comisión por,ingreso
se me fueron tres,gasto
entraron casi ciento sesenta y cuatro euros de salario bruto por fin,ingreso
euros por netflix pagué quinientos sesenta y dos con ochenta y dos,gasto
por la compra pagué dos mil ciento sesenta y cuatro con cuarenta y tres euros,gasto
me pagaron cuatro mil quinientos sesenta y uno euros por una devolución,ingreso
ingresé seiscientos setenta y,ingreso
euros en ropa se me fueron cuatro mil quinientos noventa y dos con once,gasto
euros una cena me costó dos mil ciento diez con sesenta y tres,gasto
se me ingresaron setecientos treinta con cuarenta y seis euros por hacer de canguro esta semana,ingreso
he pagado dos mil,gasto
he pagado dos mil veinte con cuarenta y dos euros en la compra,gasto
me salió por quinientos euros arreglar el móvil,gasto
me cobraron quinientos noventa y nueve con dos euros por el mantenimiento de la cuenta hace poco,gasto
me han abonado cuatro mil novecientos dieciocho euros de una beca,ingreso
me gasté tres mil seiscientos diecisiete con once euros en una cena,gasto
se me ingresaron aproximadamente mil ochocientos veintiocho con treinta y tres euros de nómina,ingreso
el proyecto freelance me ingresaron ochenta y cuatro euros por,ingreso
me costó dos mil,gasto
me gasté ochocientos dos con cincuenta y siete euros en un vuelo,gasto
tuve que pagar cincuenta,gasto
me pagaron sesenta y,ingreso
he recibido ciento noventa,ingreso
se me fueron mil ciento treinta y dos con setenta y ocho euros en un vuelo,gasto
me han abonado dos mil cuatrocientos dieciocho con setenta y tres euros de un proyecto,ingreso
le hice un bizum,gasto
solté dos mil quinientos diez euros para pagar la hipoteca,gasto
un curso recientemente me pagaron dos mil trescientos treinta y cinco con ochenta y seis euros por impartir,ingreso
en una mudanza se me fueron mil ciento sesenta con cincuenta y dos euros esta semana,gasto
me pagaron cuatro mil quinientos tres con cuarenta y cuatro euros por una devolución,ingreso
cobré dos mil cien,ingreso
ayuda escolar recientemente recibí seiscientos cincuenta y cinco euros de,ingreso
en el coche me gasté cuatro mil quinientos treinta y tres con sesenta y uno euros,gasto
cobré dos mil trescientos noventa euros por un trabajo freelance,ingreso
euros del gym me han pasado el recibo de cuarenta y cinco,gasto
por la compra pagué tres mil cincuenta y nueve con setenta y tres euros,gasto
pagué mil ochocientos euros en el viaje de vacaciones,gasto
me ingresaron mil ciento,ingreso
ingresé mil doscientos sesenta y siete con cincuenta y siete euros por una venta,ingreso
en un regalo desembolsé mil trescientos cuarenta y dos euros ayer,gasto
pagué dieciocho euros de parking en el centro comercial,gasto
me han abonado dos mil setecientos setenta y seis euros de una beca,ingreso
ingresé seiscientos veinticinco con,ingreso
unas gafas nuevas he desembolsado mil ciento cuarenta y ocho con cuarenta euros esta semana en,gasto
alquiler esta semana he ingresado doscientos tres euros de la ayuda al,ingreso
cobré mil cuatrocientos veintidós,ingreso
me pagaron unos trescientos,ingreso
cobré cuarenta y cinco,ingreso
me han pagado veinticuatro,ingreso
mes en impuestos me cobraron ochenta y nueve euros este,gasto
aboné mil doscientos veintinueve,gasto
del alquiler vacacional me han transferido mil seiscientos euros,ingreso
en una suscripción me cobraron tres mil seiscientos veintisiete euros,gasto
me gasté cuatro mil veintiséis con noventa y nueve euros en la compra,gasto
me costó mil novecientos,gasto
por mi cumpleaños recibí doscientos cincuenta euros de mi abuelo,ingreso
me entraron novecientos cincuenta euros de una transferencia familiar hoy,ingreso
solté seiscientos setenta y siete euros este mes en un ordenador nuevo,gasto
he ingresado dos mil veintitrés con treinta y ocho euros de una venta en wallapop por fin,ingreso
me pagaron tres mil,ingreso
recibí seiscientos euros de subsidio de maternidad,ingreso
nuevas este trimestre he tenido que abonar doscientos ochenta y cuatro euros por unas gafas,gasto
pagué en total doscientos sesenta y dos con cuarenta y uno euros por unos auriculares,gasto
euros en diésel me cobraron mil seiscientos con veintiocho,gasto
gasté quince euros ayer en mobiliario,gasto
he gastado seiscientos setenta y cuatro con cuarenta euros ayer en una suscripción,gasto
el mes pasado se me ingresaron cuatrocientos treinta y nueve con sesenta y cuatro euros por horas extra,ingreso
recibí cuatro mil ochocientos,ingreso
se me ingresaron mil,ingreso
me llegó el pago,ingreso
me ingresaron trescientos treinta,ingreso
seguro este mes me han pagado dos mil doscientos ochenta y dos con veintisiete euros de la devolución del,ingreso
me costó tres mil trescientos sesenta y dos con ochenta euros el dentista,gasto
me han pagado ciento setenta y dos euros de pensión hace poco,ingreso
desempleo este mes me han transferido trescientos setenta y cuatro con sesenta y uno euros de la prestación por,ingreso
